iter	Passed	Remaining
807	3413	17708
808	3417	17703
809	3421	17700
810	3426	17697
811	3429	17688
812	3433	17680
813	3438	17680
814	3442	17678
815	3446	17671
816	3450	17664
817	3453	17655
818	3458	17653
819	3461	17647
820	3465	17640
821	3470	17637
822	3475	17639
823	3480	17641
824	3484	17633
825	3490	17636
826	3493	17628
827	3497	17621
828	3501	17617
829	3505	17611
830	3508	17601
831	3512	17594
832	3518	17599
833	3521	17592
834	3525	17584
835	3528	17575
836	3534	17577
837	3538	17572
838	3541	17564
839	3545	17557
840	3551	17560
841	3554	17551
842	3558	17545
843	3562	17540
844	3565	17532
845	3568	17523
846	3572	17516
847	3577	17515
848	3580	17507
849	3584	17499
850	3587	17490
851	3592	17490
852	3595	17482
853	3599	17476
854	3603	17469
855	3608	17468
856	3612	17461
857	3615	17453
858	3619	17447
859	3623	17444
860	3627	17437
861	3631	17430
862	3634	17423
863	3639	17421
864	3642	17414
865	3646	17406
866	3649	17398
867	3654	17394
868	3658	17392
869	3663	17389
870	3666	17381
871	3672	17383
872	3675	17376
873	3679	17368
874	3683	17364
875	3687	17360
876	3691	17352
877	3694	17344
878	3698	17340
879	3702	17334
880	3705	17325
881	3709	17318
882	3713	17313
883	3717	17310
884	3723	17311
885	3728	17311
886	3732	17308
887	3736	17303
888	3740	17298
889	3747	17306
890	3751	17301
891	3756	17298
892	3763	17308
893	3767	17301
894	3770	17293
895	3774	17289
896	3779	17285
897	3782	17278
898	3786	17271
899	3790	17268
900	3794	17261
901	3797	17253
902	3801	17247
903	3806	17245
904	3809	17237
905	3813	17230
906	3816	17222
907	3820	17218
908	3824	17213
909	3828	17207
910	3831	17199
911	3836	17194
912	3841	17194
913	3845	17190
914	3848	17183
915	3854	17185
916	3858	17178
917	3862	17172
918	3865	17166
919	3870	17164
920	3874	17157
921	3877	17149
922	3881	17142
923	3885	17140
924	3889	17134
925	3895	17138
926	3900	17137
927	3904	17130
928	3907	17122
929	3910	17114
930	3914	17110
931	3918	17104
932	3924	17109
933	3929	17108
934	3933	17103
935	3937	17096
936	3940	17088
937	3945	17087
938	3950	17084
939	3954	17080
940	3958	17073
941	3963	17075
942	3967	17070
943	3971	17061
944	3976	17063
945	3981	17061
946	3984	17053
947	3989	17052
948	3994	17050
949	3997	17043
950	4001	17036
951	4005	17032
952	4010	17030
953	4013	17023
954	4017	17016
955	4022	17016
956	4026	17009
957	4030	17003
958	4033	16998
959	4040	17004
960	4044	16997
961	4047	16990
962	4051	16984
963	4056	16982
964	4059	16975
965	4064	16973
966	4068	16970
967	4072	16962
968	4075	16954
969	4079	16946
970	4083	16943
971	4087	16939
972	4091	16933
973	4095	16927
974	4099	16923
975	4103	16916
976	4106	16909
977	4109	16901
978	4113	16895
979	4117	16890
980	4121	16883
981	4124	16876
982	4128	16871
983	4132	16864
984	4135	16857
985	4138	16849
986	4142	16842
987	4147	16840
988	4151	16835
989	4154	16827
990	4157	16820
991	4162	16818
992	4168	16819
993	4172	16817
994	4177	16814
995	4180	16807
996	4184	16800
997	4187	16793
998	4191	16788
999	4195	16780
1000	4198	16773
1001	4202	16766
1002	4205	16759
1003	4209	16755
1004	4213	16748
1005	4216	16741
1006	4219	16733
1007	4224	16730
1008	4227	16723
1009	4231	16715
1010	4234	16708
1011	4241	16715
1012	4245	16708
1013	4248	16702
1014	4254	16702
1015	4257	16696
1016	4261	16689
1017	4265	16683
1018	4269	16681
1019	4273	16674
1020	4276	16667
1021	4280	16660
1022	4285	16659
1023	4288	16652
1024	4292	16646
1025	4295	16638
1026	4300	16634
1027	4303	16628
1028	4307	16622
1029	4311	16619
1030	4316	16616
1031	4319	16609
1032	4323	16603
1033	4327	16599
1034	4333	16599
1035	4337	16596
1036	4341	16590
1037	4345	16587
1038	4349	16582
1039	4354	16578
1040	4358	16574
1041	4363	16574
1042	4368	16572
1043	4372	16567
1044	4379	16575
1045	4383	16568
1046	4387	16564
1047	4392	16562
1048	4396	16558
1049	4400	16553
1050	4404	16550
1051	4409	16548
1052	4413	16544
1053	4417	16538
1054	4422	16538
1055	4426	16532
1056	4430	16527
1057	4434	16522
1058	4440	16523
1059	4443	16517
1060	4448	16514
1061	4453	16513
1062	4458	16512
1063	4462	16506
1064	4467	16505
1065	4471	16503
1066	4476	16499
1067	4481	16498
1068	4485	16492
1069	4489	16489
1070	4493	16484
1071	4497	16479
1072	4501	16474
1073	4505	16469
1074	4509	16465
1075	4513	16461
1076	4517	16454
1077	4521	16451
1078	4526	16448
1079	4531	16446
1080	4535	16442
1081	4539	16436
1082	4543	16432
1083	4548	16429
1084	4552	16425
1085	4556	16420
1086	4560	16416
1087	4566	16419
1088	4570	16415
1089	4574	16410
1090	4578	16406
1091	4583	16403
1092	4587	16399
1093	4591	16393
1094	4595	16388
1095	4599	16383
1096	4603	16378
1097	4608	16376
1098	4612	16373
1099	4617	16369
1100	4621	16365
1101	4626	16363
1102	4630	16360
1103	4634	16355
1104	4638	16349
1105	4642	16344
1106	4646	16341
1107	4651	16337
1108	4654	16329
1109	4658	16326
1110	4662	16322
1111	4667	16318
1112	4672	16316
1113	4676	16312
1114	4680	16308
1115	4684	16301
1116	4688	16299
1117	4692	16294
1118	4697	16291
1119	4701	16288
1120	4706	16286
1121	4711	16283
1122	4715	16279
1123	4719	16274
1124	4723	16269
1125	4727	16265
1126	4731	16260
1127	4734	16253
1128	4738	16246
1129	4741	16240
1130	4745	16233
1131	4749	16229
1132	4755	16231
1133	4759	16226
1134	4763	16222
1135	4768	16219
1136	4772	16215
1137	4776	16210
1138	4780	16206
1139	4784	16201
1140	4788	16195
1141	4792	16189
1142	4795	16182
1143	4799	16175
1144	4802	16168
1145	4806	16163
1146	4809	16156
1147	4813	16150
1148	4816	16143
1149	4820	16137
1150	4823	16130
1151	4827	16124
1152	4830	16117
1153	4834	16110
1154	4837	16105
1155	4841	16097
1156	4844	16090
1157	4847	16084
1158	4851	16077
1159	4854	16070
1160	4860	16072
1161	4864	16068
1162	4868	16061
1163	4871	16054
1164	4874	16047
1165	4878	16041
1166	4882	16035
1167	4885	16028
1168	4889	16022
1169	4893	16017
1170	4896	16010
1171	4899	16004
1172	4903	15998
1173	4907	15994
1174	4911	15988
1175	4914	15981
1176	4918	15974
1177	4921	15967
1178	4925	15961
1179	4928	15956
1180	4932	15949
1181	4935	15943
1182	4939	15936
1183	4942	15930
1184	4946	15923
1185	4949	15917
1186	4953	15911
1187	4956	15904
1188	4959	15897
1189	4963	15890
1190	4966	15884
1191	4970	15878
1192	4973	15870
1193	4976	15864
1194	4980	15858
1195	4983	15851
1196	4986	15844
1197	4990	15838
1198	4993	15831
1199	4997	15825
1200	5001	15819
1201	5004	15812
1202	5007	15806
1203	5011	15800
1204	5014	15793
1205	5018	15787
1206	5021	15781
1207	5025	15773
1208	5028	15767
1209	5031	15760
1210	5035	15754
1211	5038	15748
1212	5042	15742
1213	5045	15736
1214	5049	15730
1215	5052	15724
1216	5056	15717
1217	5059	15711
1218	5063	15704
1219	5066	15699
1220	5070	15693
1221	5073	15686
1222	5077	15680
1223	5081	15675
1224	5084	15669
1225	5088	15665
1226	5092	15659
1227	5097	15656
1228	5100	15651
1229	5104	15644
1230	5107	15637
1231	5111	15632
1232	5114	15626
1233	5117	15618
1234	5121	15613
1235	5125	15607
1236	5128	15601
1237	5132	15595
1238	5135	15589
1239	5139	15584
1240	5143	15578
1241	5146	15571
1242	5149	15565
1243	5153	15558
1244	5156	15552
1245	5159	15545
1246	5163	15539
1247	5167	15535
1248	5170	15528
1249	5174	15522
1250	5177	15516
1251	5181	15511
1252	5185	15505
1253	5188	15499
1254	5192	15493
1255	5195	15487
1256	5199	15481
1257	5202	15475
1258	5206	15469
1259	5209	15463
1260	5213	15457
1261	5216	15452
1262	5220	15446
1263	5224	15440
1264	5227	15434
1265	5231	15430
1266	5236	15427
1267	5239	15422
1268	5243	15416
1269	5247	15410
1270	5250	15405
1271	5254	15399
1272	5257	15393
1273	5261	15387
1274	5264	15381
1275	5267	15374
1276	5272	15372
1277	5276	15366
1278	5279	15360
1279	5283	15355
1280	5287	15349
1281	5290	15343
1282	5293	15337
1283	5297	15332
1284	5302	15329
1285	5306	15324
1286	5310	15321
1287	5314	15315
1288	5318	15310
1289	5322	15306
1290	5326	15301
1291	5329	15295
1292	5333	15289
1293	5336	15283
1294	5339	15277
1295	5343	15271
1296	5346	15265
1297	5350	15259
1298	5353	15253
1299	5358	15249
1300	5361	15243
1301	5365	15239
1302	5371	15239
1303	5374	15233
1304	5378	15227
1305	5381	15222
1306	5385	15217
1307	5388	15210
1308	5392	15204
1309	5395	15199
1310	5399	15193
1311	5402	15187
1312	5406	15181
1313	5409	15174
1314	5413	15169
1315	5416	15162
1316	5419	15156
1317	5423	15150
1318	5426	15144
1319	5430	15140
1320	5434	15135
1321	5438	15130
1322	5441	15124
1323	5446	15120
1324	5449	15114
1325	5453	15108
1326	5456	15103
1327	5460	15097
1328	5463	15092
1329	5467	15086
1330	5470	15079
1331	5475	15077
1332	5478	15071
1333	5482	15065
1334	5485	15059
1335	5488	15053
1336	5492	15047
1337	5496	15042
1338	5499	15036
1339	5503	15030
1340	5506	15024
1341	5509	15018
1342	5513	15013
1343	5516	15006
1344	5519	15000
1345	5523	14994
1346	5527	14989
1347	5530	14982
1348	5534	14979
1349	5538	14974
1350	5542	14969
1351	5545	14963
1352	5549	14959
1353	5553	14953
1354	5556	14948
1355	5560	14942
1356	5564	14939
1357	5568	14934
1358	5572	14928
1359	5575	14922
1360	5579	14917
1361	5582	14912
1362	5586	14906
1363	5589	14900
1364	5593	14895
1365	5596	14889
1366	5600	14882
1367	5603	14877
1368	5607	14871
1369	5610	14865
1370	5614	14860
1371	5617	14855
1372	5624	14856
1373	5627	14851
1374	5631	14846
1375	5634	14840
1376	5638	14834
1377	5641	14829
1378	5645	14824
1379	5649	14819
1380	5653	14815
1381	5657	14810
1382	5661	14807
1383	5665	14802
1384	5669	14797
1385	5672	14792
1386	5677	14789
1387	5681	14785
1388	5686	14782
1389	5690	14780
1390	5694	14775
1391	5698	14771
1392	5703	14767
1393	5707	14764
1394	5712	14762
1395	5716	14758
1396	5720	14754
1397	5724	14750
1398	5729	14746
1399	5733	14742
1400	5737	14737
1401	5741	14734
1402	5745	14729
1403	5748	14723
1404	5753	14720
1405	5756	14714
1406	5761	14712
1407	5765	14708
1408	5770	14705
1409	5773	14700
1410	5778	14697
1411	5782	14693
1412	5786	14689
1413	5791	14686
1414	5795	14683
1415	5799	14678
1416	5803	14675
1417	5808	14672
1418	5812	14668
1419	5816	14663
1420	5820	14659
1421	5824	14655
1422	5828	14649
1423	5832	14645
1424	5836	14641
1425	5840	14637
1426	5844	14634
1427	5849	14631
1428	5853	14627
1429	5857	14622
1430	5861	14618
1431	5865	14615
1432	5869	14611
1433	5874	14609
1434	5878	14604
1435	5882	14600
1436	5887	14597
1437	5891	14593
1438	5895	14590
1439	5899	14586
1440	5903	14581
1441	5907	14576
1442	5911	14571
1443	5915	14567
1444	5919	14563
1445	5924	14560
1446	5927	14555
1447	5931	14551
1448	5936	14548
1449	5940	14544
1450	5944	14539
1451	5948	14534
1452	5952	14531
1453	5956	14527
1454	5960	14522
1455	5965	14520
1456	5969	14516
1457	5974	14514
1458	5978	14510
1459	5982	14505
1460	5986	14501
1461	5990	14497
1462	5995	14494
1463	5999	14489
1464	6003	14486
1465	6007	14482
1466	6011	14478
1467	6016	14476
1468	6021	14472
1469	6025	14468
1470	6028	14462
1471	6032	14459
1472	6036	14454
1473	6040	14448
1474	6044	14445
1475	6048	14441
1476	6052	14435
1477	6055	14429
1478	6059	14424
1479	6062	14419
1480	6066	14413
1481	6069	14407
1482	6072	14401
1483	6076	14397
1484	6081	14395
1485	6085	14390
1486	6088	14384
1487	6092	14379
1488	6095	14373
1489	6099	14367
1490	6102	14362
1491	6106	14356
1492	6109	14351
1493	6113	14346
1494	6116	14340
1495	6120	14335
1496	6123	14329
1497	6127	14323
1498	6130	14318
1499	6135	14315
1500	6138	14310
1501	6142	14304
1502	6145	14298
1503	6148	14292
1504	6151	14286
1505	6155	14280
1506	6158	14274
1507	6162	14269
1508	6166	14265
1509	6169	14259
1510	6173	14254
1511	6176	14249
1512	6180	14245
1513	6184	14239
1514	6188	14234
1515	6191	14229
1516	6195	14224
1517	6198	14218
1518	6202	14213
1519	6205	14207
1520	6209	14201
1521	6212	14196
1522	6215	14190
1523	6219	14185
1524	6222	14179
1525	6226	14173
1526	6229	14168
1527	6232	14162
1528	6236	14157
1529	6239	14151
1530	6243	14145
1531	6246	14140
1532	6249	14134
1533	6253	14129
1534	6256	14123
1535	6262	14123
1536	6266	14119
1537	6271	14116
1538	6276	14115
1539	6280	14110
1540	6284	14105
1541	6287	14100
1542	6291	14096
1543	6295	14090
1544	6298	14085
1545	6302	14079
1546	6306	14076
1547	6309	14070
1548	6313	14064
1549	6317	14060
1550	6320	14054
1551	6325	14052
1552	6328	14046
1553	6333	14043
1554	6336	14038
1555	6340	14033
1556	6343	14028
1557	6347	14023
1558	6351	14017
1559	6354	14012
1560	6357	14007
1561	6361	14002
1562	6365	13997
1563	6369	13992
1564	6372	13986
1565	6376	13981
1566	6380	13978
1567	6383	13972
1568	6387	13967
1569	6390	13962
1570	6394	13956
1571	6397	13951
1572	6401	13946
1573	6404	13940
1574	6408	13935
1575	6411	13930
1576	6415	13924
1577	6418	13919
1578	6422	13913
1579	6425	13908
1580	6429	13903
1581	6433	13899
1582	6437	13894
1583	6440	13889
1584	6444	13884
1585	6447	13879
1586	6451	13873
1587	6454	13868
1588	6457	13862
1589	6461	13857
1590	6464	13852
1591	6468	13846
1592	6471	13841
1593	6475	13836
1594	6479	13831
1595	6485	13831
1596	6488	13826
1597	6492	13821
1598	6495	13815
1599	6499	13810
1600	6502	13804
1601	6506	13800
1602	6509	13795
1603	6513	13790
1604	6516	13784
1605	6520	13780
1606	6524	13775
1607	6527	13770
1608	6531	13765
1609	6534	13759
1610	6538	13754
1611	6541	13748
1612	6545	13743
1613	6548	13737
1614	6551	13732
1615	6557	13731
1616	6560	13725
1617	6563	13720
1618	6567	13714
1619	6570	13709
1620	6574	13703
1621	6577	13698
1622	6581	13693
1623	6586	13693
1624	6590	13687
1625	6594	13682
1626	6597	13677
1627	6601	13672
1628	6605	13669
1629	6609	13665
1630	6613	13660
1631	6617	13655
1632	6621	13651
1633	6625	13647
1634	6628	13642
1635	6632	13637
1636	6636	13632
1637	6639	13627
1638	6642	13621
1639	6646	13616
1640	6649	13611
1641	6653	13607
1642	6656	13601
1643	6660	13596
1644	6663	13590
1645	6667	13585
1646	6670	13580
1647	6674	13575
1648	6677	13569
1649	6681	13564
1650	6684	13559
1651	6688	13554
1652	6691	13549
1653	6695	13543
1654	6698	13539
1655	6702	13534
1656	6705	13528
1657	6709	13524
1658	6712	13518
1659	6716	13513
1660	6719	13508
1661	6723	13503
1662	6726	13497
1663	6730	13492
1664	6733	13487
1665	6736	13481
1666	6740	13477
1667	6744	13472
1668	6747	13466
1669	6751	13462
1670	6754	13456
1671	6758	13451
1672	6761	13446
1673	6764	13440
1674	6768	13435
1675	6771	13430
1676	6775	13425
1677	6778	13419
1678	6782	13415
1679	6785	13409
1680	6789	13404
1681	6792	13399
1682	6796	13394
1683	6799	13390
1684	6803	13384
1685	6808	13383
1686	6812	13378
1687	6815	13373
1688	6819	13368
1689	6822	13362
