iter	Passed	Remaining
1690	6826	13357
1691	6829	13353
1692	6833	13347
1693	6836	13342
1694	6839	13336
1695	6843	13331
1696	6846	13326
1697	6850	13321
1698	6854	13317
1699	6857	13311
1700	6861	13306
1701	6864	13301
1702	6868	13296
1703	6871	13291
1704	6874	13286
1705	6878	13280
1706	6882	13277
1707	6885	13271
1708	6889	13266
1709	6893	13262
1710	6896	13256
1711	6899	13251
1712	6902	13245
1713	6906	13240
1714	6909	13234
1715	6913	13230
1716	6916	13225
1717	6920	13220
1718	6923	13215
1719	6927	13211
1720	6931	13206
1721	6935	13202
1722	6939	13198
1723	6943	13193
1724	6946	13189
1725	6950	13183
1726	6953	13178
1727	6956	13172
1728	6960	13167
1729	6963	13162
1730	6967	13157
1731	6971	13154
1732	6976	13152
1733	6980	13148
1734	6985	13144
1735	6989	13141
1736	6993	13138
1737	6997	13134
1738	7003	13132
1739	7007	13128
1740	7011	13124
1741	7015	13120
1742	7019	13116
1743	7022	13111
1744	7026	13107
1745	7031	13105
1746	7036	13101
1747	7040	13097
1748	7043	13092
1749	7047	13088
1750	7052	13086
1751	7057	13083
1752	7061	13079
1753	7066	13076
1754	7070	13073
1755	7074	13070
1756	7078	13065
1757	7082	13061
1758	7087	13058
1759	7091	13054
1760	7097	13054
1761	7101	13049
1762	7105	13046
1763	7109	13042
1764	7113	13037
1765	7118	13035
1766	7122	13031
1767	7126	13026
1768	7130	13023
1769	7134	13018
1770	7138	13014
1771	7142	13011
1772	7147	13008
1773	7151	13004
1774	7154	12999
1775	7158	12994
1776	7162	12990
1777	7166	12986
1778	7170	12982
1779	7174	12979
1780	7178	12973
1781	7182	12970
1782	7186	12967
1783	7190	12961
1784	7194	12958
1785	7200	12956
1786	7204	12953
1787	7208	12950
1788	7213	12947
1789	7217	12943
1790	7222	12940
1791	7226	12936
1792	7230	12932
1793	7234	12928
1794	7238	12923
1795	7242	12920
1796	7246	12916
1797	7250	12911
1798	7254	12907
1799	7258	12903
1800	7262	12899
1801	7265	12894
1802	7269	12890
1803	7273	12886
1804	7277	12882
1805	7282	12879
1806	7286	12875
1807	7289	12870
1808	7294	12866
1809	7298	12862
1810	7302	12859
1811	7306	12855
1812	7311	12851
1813	7315	12848
1814	7319	12844
1815	7323	12840
1816	7327	12835
1817	7331	12832
1818	7335	12828
1819	7339	12823
1820	7344	12821
1821	7348	12817
1822	7352	12813
1823	7357	12811
1824	7361	12807
1825	7365	12803
1826	7368	12797
1827	7372	12793
1828	7375	12787
1829	7379	12783
1830	7382	12777
1831	7386	12772
1832	7389	12767
1833	7393	12762
1834	7396	12758
1835	7400	12753
1836	7403	12747
1837	7406	12741
1838	7410	12736
1839	7413	12732
1840	7417	12727
1841	7420	12722
1842	7424	12717
1843	7428	12713
1844	7431	12708
1845	7435	12704
1846	7439	12699
1847	7442	12694
1848	7446	12689
1849	7449	12684
1850	7452	12678
1851	7456	12674
1852	7459	12669
1853	7463	12664
1854	7466	12659
1855	7470	12654
1856	7473	12649
1857	7477	12644
1858	7480	12639
1859	7484	12635
1860	7488	12630
1861	7491	12625
1862	7495	12620
1863	7498	12615
1864	7502	12610
1865	7505	12605
1866	7509	12600
1867	7512	12596
1868	7516	12592
1869	7521	12589
1870	7525	12584
1871	7528	12579
1872	7531	12574
1873	7535	12569
1874	7538	12564
1875	7542	12559
1876	7545	12554
1877	7549	12550
1878	7553	12545
1879	7556	12540
1880	7560	12535
1881	7563	12531
1882	7566	12525
1883	7569	12520
1884	7573	12514
1885	7576	12509
1886	7579	12504
1887	7583	12499
1888	7586	12494
1889	7589	12489
1890	7593	12484
1891	7597	12479
1892	7600	12475
1893	7603	12469
1894	7607	12464
1895	7610	12459
1896	7614	12455
1897	7617	12449
1898	7621	12445
1899	7624	12440
1900	7628	12435
1901	7631	12430
1902	7635	12425
1903	7638	12420
1904	7641	12415
1905	7645	12410
1906	7648	12405
1907	7652	12400
1908	7655	12396
1909	7658	12390
1910	7662	12385
1911	7667	12383
1912	7671	12379
1913	7675	12375
1914	7678	12370
1915	7682	12365
1916	7685	12360
1917	7690	12358
1918	7694	12353
1919	7697	12348
1920	7701	12344
1921	7705	12339
1922	7708	12334
1923	7712	12330
1924	7716	12326
1925	7720	12321
1926	7723	12316
1927	7727	12311
1928	7730	12307
1929	7734	12302
1930	7737	12297
1931	7741	12293
1932	7745	12288
1933	7748	12284
1934	7752	12279
1935	7755	12274
1936	7759	12270
1937	7762	12265
1938	7766	12260
1939	7769	12255
1940	7773	12251
1941	7777	12246
1942	7781	12242
1943	7784	12238
1944	7789	12234
1945	7793	12230
1946	7796	12225
1947	7799	12220
1948	7803	12216
1949	7807	12211
1950	7811	12207
1951	7814	12202
1952	7818	12197
1953	7821	12192
1954	7825	12187
1955	7828	12183
1956	7832	12178
1957	7835	12173
1958	7839	12169
1959	7843	12164
1960	7847	12160
1961	7851	12158
1962	7856	12155
1963	7860	12150
1964	7864	12146
1965	7867	12142
1966	7871	12137
1967	7874	12132
1968	7878	12127
1969	7882	12123
1970	7885	12118
1971	7889	12114
1972	7892	12108
1973	7895	12103
1974	7899	12099
1975	7903	12094
1976	7906	12089
1977	7909	12084
1978	7913	12080
1979	7917	12075
1980	7920	12071
1981	7924	12066
1982	7927	12061
1983	7931	12056
1984	7935	12052
1985	7938	12048
1986	7942	12043
1987	7946	12038
1988	7949	12034
1989	7952	12029
1990	7956	12024
1991	7959	12019
1992	7963	12015
1993	7967	12011
1994	7971	12006
1995	7975	12002
1996	7978	11997
1997	7982	11993
1998	7985	11988
1999	7988	11983
2000	7992	11978
2001	7997	11976
2002	8000	11971
2003	8004	11966
2004	8008	11962
2005	8011	11957
2006	8014	11952
2007	8018	11947
2008	8022	11943
2009	8025	11939
2010	8029	11934
2011	8032	11929
2012	8037	11926
2013	8040	11921
2014	8044	11917
2015	8048	11912
2016	8051	11907
2017	8055	11902
2018	8059	11899
2019	8062	11894
2020	8066	11889
2021	8069	11884
2022	8072	11879
2023	8076	11874
2024	8079	11870
2025	8083	11865
2026	8086	11860
2027	8089	11855
2028	8093	11851
2029	8097	11846
2030	8100	11841
2031	8103	11836
2032	8107	11832
2033	8111	11827
2034	8114	11823
2035	8118	11818
2036	8121	11813
2037	8125	11810
2038	8129	11804
2039	8132	11799
2040	8136	11796
2041	8140	11791
2042	8145	11789
2043	8150	11787
2044	8154	11783
2045	8158	11779
2046	8164	11777
2047	8168	11774
2048	8172	11770
2049	8177	11767
2050	8181	11764
2051	8186	11760
2052	8191	11757
2053	8194	11753
2054	8198	11749
2055	8202	11745
2056	8206	11741
2057	8210	11736
2058	8214	11732
2059	8218	11729
2060	8222	11725
2061	8226	11721
2062	8230	11717
2063	8234	11713
2064	8239	11710
2065	8242	11706
2066	8246	11701
2067	8250	11698
2068	8254	11694
2069	8259	11690
2070	8263	11687
2071	8267	11683
2072	8271	11679
2073	8275	11675
2074	8279	11671
2075	8283	11666
2076	8287	11663
2077	8291	11659
2078	8295	11655
2079	8299	11651
2080	8304	11648
2081	8307	11643
2082	8310	11638
2083	8315	11634
2084	8320	11632
2085	8324	11628
2086	8328	11624
2087	8331	11619
2088	8334	11614
2089	8338	11610
2090	8343	11607
2091	8347	11602
2092	8350	11598
2093	8355	11595
2094	8359	11591
2095	8363	11587
2096	8367	11583
2097	8372	11580
2098	8376	11576
2099	8380	11572
2100	8385	11569
2101	8389	11566
2102	8393	11562
2103	8397	11558
2104	8401	11555
2105	8405	11550
2106	8409	11546
2107	8415	11546
2108	8420	11542
2109	8423	11537
2110	8428	11534
2111	8432	11531
2112	8437	11527
2113	8440	11523
2114	8445	11520
2115	8450	11517
2116	8454	11514
2117	8459	11511
2118	8463	11506
2119	8467	11502
2120	8471	11499
2121	8478	11499
2122	8483	11496
2123	8487	11492
2124	8491	11488
2125	8495	11484
2126	8499	11479
2127	8502	11475
2128	8506	11470
2129	8509	11465
2130	8513	11461
2131	8516	11457
2132	8520	11452
2133	8524	11448
2134	8527	11443
2135	8531	11438
2136	8534	11434
2137	8537	11429
2138	8541	11424
2139	8545	11420
2140	8548	11415
2141	8551	11410
2142	8555	11405
2143	8558	11401
2144	8562	11396
2145	8565	11391
2146	8568	11386
2147	8572	11382
2148	8576	11377
2149	8580	11374
2150	8585	11372
2151	8589	11367
2152	8593	11363
2153	8596	11358
2154	8600	11354
2155	8604	11349
2156	8607	11345
2157	8611	11341
2158	8615	11336
2159	8618	11332
2160	8622	11327
2161	8625	11322
2162	8629	11318
2163	8632	11313
2164	8635	11308
2165	8639	11303
2166	8642	11299
2167	8646	11294
2168	8649	11289
2169	8653	11284
2170	8658	11282
2171	8662	11278
2172	8665	11274
2173	8669	11269
2174	8673	11265
2175	8676	11260
2176	8679	11255
2177	8683	11250
2178	8686	11246
2179	8690	11241
2180	8693	11236
2181	8697	11233
2182	8701	11228
2183	8705	11224
2184	8708	11219
2185	8711	11214
2186	8715	11210
2187	8718	11205
2188	8722	11201
2189	8725	11196
2190	8729	11191
2191	8732	11186
2192	8736	11182
2193	8739	11177
2194	8743	11172
2195	8746	11168
2196	8750	11163
2197	8753	11159
2198	8757	11155
2199	8761	11151
2200	8765	11146
2201	8769	11142
2202	8772	11137
2203	8776	11133
2204	8779	11128
2205	8783	11124
2206	8786	11119
2207	8790	11115
2208	8793	11110
2209	8797	11105
2210	8800	11101
2211	8804	11096
2212	8807	11092
2213	8810	11087
2214	8814	11082
2215	8818	11078
2216	8822	11074
2217	8826	11070
2218	8829	11066
2219	8833	11061
2220	8837	11057
2221	8840	11052
2222	8844	11048
2223	8847	11043
2224	8851	11038
2225	8854	11034
2226	8857	11029
2227	8861	11025
2228	8865	11020
2229	8868	11016
2230	8872	11011
2231	8875	11007
2232	8879	11002
2233	8882	10998
2234	8886	10993
2235	8889	10988
2236	8893	10984
2237	8896	10979
2238	8899	10974
2239	8903	10970
2240	8906	10965
2241	8912	10963
2242	8916	10959
2243	8920	10955
2244	8925	10953
2245	8929	10949
2246	8933	10945
2247	8937	10941
2248	8941	10936
2249	8944	10932
2250	8948	10927
2251	8951	10923
2252	8954	10917
2253	8957	10913
2254	8961	10908
2255	8965	10904
2256	8968	10900
2257	8972	10895
2258	8976	10891
2259	8979	10887
2260	8983	10882
2261	8986	10878
2262	8990	10873
2263	8993	10868
2264	8997	10863
2265	9000	10859
2266	9004	10854
2267	9007	10850
2268	9012	10847
2269	9016	10843
2270	9019	10839
2271	9024	10835
2272	9028	10831
2273	9032	10827
2274	9037	10824
2275	9041	10821
2276	9044	10816
2277	9048	10812
2278	9053	10809
2279	9057	10805
2280	9061	10801
2281	9064	10796
2282	9067	10791
2283	9071	10786
2284	9074	10782
2285	9079	10779
2286	9082	10774
2287	9086	10770
2288	9091	10767
2289	9094	10762
2290	9099	10759
2291	9104	10756
2292	9108	10752
2293	9111	10747
2294	9114	10743
2295	9119	10739
2296	9122	10735
2297	9126	10731
2298	9130	10726
2299	9134	10723
2300	9138	10719
2301	9142	10715
2302	9147	10712
2303	9151	10709
2304	9155	10704
2305	9159	10700
2306	9164	10698
2307	9168	10693
2308	9172	10689
2309	9176	10685
2310	9182	10684
2311	9187	10681
2312	9191	10677
2313	9195	10674
2314	9199	10669
2315	9202	10665
2316	9207	10661
2317	9211	10658
2318	9216	10655
2319	9220	10651
2320	9224	10647
2321	9228	10643
2322	9233	10640
2323	9237	10636
2324	9241	10632
2325	9246	10629
2326	9250	10625
2327	9254	10622
2328	9258	10618
2329	9263	10615
2330	9267	10611
2331	9272	10608
2332	9276	10604
2333	9281	10601
2334	9286	10598
2335	9290	10594
2336	9293	10590
2337	9298	10586
2338	9302	10582
2339	9306	10579
2340	9311	10576
2341	9316	10573
2342	9320	10569
2343	9324	10566
2344	9329	10562
2345	9335	10561
2346	9340	10557
2347	9344	10554
2348	9348	10550
2349	9352	10546
2350	9356	10542
2351	9360	10538
2352	9364	10534
2353	9368	10531
2354	9373	10527
2355	9377	10523
2356	9381	10520
2357	9385	10515
2358	9389	10511
2359	9393	10507
2360	9399	10506
2361	9403	10502
2362	9408	10499
2363	9412	10495
2364	9417	10492
2365	9421	10489
2366	9426	10486
2367	9434	10485
2368	9438	10482
2369	9443	10479
2370	9447	10475
2371	9451	10471
2372	9455	10467
2373	9460	10464
2374	9466	10463
2375	9470	10459
2376	9475	10456
2377	9479	10452
2378	9484	10449
2379	9489	10445
2380	9493	10442
2381	9497	10438
2382	9502	10435
2383	9507	10433
2384	9513	10430
2385	9518	10428
2386	9523	10425
2387	9530	10424
2388	9535	10422
2389	9540	10418
2390	9545	10415
2391	9549	10412
2392	9553	10407
2393	9558	10404
2394	9563	10401
2395	9566	10397
2396	9570	10392
2397	9575	10389
2398	9579	10386
2399	9584	10382
2400	9589	10379
2401	9593	10376
2402	9598	10373
2403	9602	10369
2404	9605	10364
2405	9610	10361
2406	9614	10357
2407	9619	10354
2408	9624	10351
2409	9628	10347
2410	9633	10344
2411	9638	10341
2412	9643	10338
2413	9647	10335
2414	9652	10331
2415	9656	10328
2416	9661	10324
2417	9665	10321
2418	9670	10318
2419	9674	10314
2420	9677	10309
2421	9683	10307
2422	9687	10303
2423	9692	10299
2424	9695	10295
2425	9701	10293
2426	9706	10290
2427	9710	10286
2428	9714	10282
2429	9718	10278
2430	9722	10274
2431	9726	10270
2432	9729	10265
2433	9733	10261
2434	9737	10257
2435	9742	10254
2436	9745	10249
2437	9749	10245
2438	9752	10240
2439	9757	10237
2440	9761	10233
2441	9766	10230
2442	9771	10227
2443	9774	10222
2444	9778	10218
2445	9782	10214
2446	9786	10210
2447	9790	10206
2448	9795	10203
2449	9799	10199
2450	9803	10195
2451	9808	10192
2452	9812	10188
2453	9816	10184
2454	9820	10180
2455	9823	10175
2456	9827	10171
2457	9830	10166
2458	9834	10162
2459	9838	10158
2460	9843	10155
2461	9847	10151
2462	9851	10147
2463	9855	10143
2464	9858	10138
2465	9863	10135
2466	9867	10131
2467	9871	10127
2468	9874	10122
2469	9878	10118
2470	9883	10115
2471	9887	10111
2472	9891	10107
2473	9895	10103
2474	9899	10099
2475	9902	10094
2476	9907	10091
2477	9911	10087
2478	9915	10083
2479	9919	10079
2480	9924	10076
2481	9929	10073
2482	9933	10069
2483	9937	10065
2484	9942	10062
2485	9947	10059
2486	9951	10055
2487	9957	10053
2488	9961	10049
2489	9965	10045
2490	9969	10041
2491	9973	10037
2492	9976	10033
2493	9980	10029
2494	9984	10024
2495	9989	10021
2496	9994	10018
2497	9998	10014
2498	10002	10010
2499	10008	10008
2500	10013	10005
2501	10017	10001
2502	10022	9998
2503	10026	9994
2504	10030	9990
2505	10034	9986
2506	10039	9983
2507	10043	9979
2508	10048	9976
2509	10053	9972
2510	10056	9968
2511	10060	9964
2512	10063	9959
2513	10066	9954
2514	10070	9950
2515	10074	9946
2516	10078	9942
2517	10081	9937
2518	10085	9933
2519	10088	9928
2520	10092	9924
2521	10096	9920
2522	10104	9920
2523	10109	9917
2524	10113	9913
2525	10117	9909
2526	10120	9904
2527	10124	9900
2528	10128	9895
2529	10132	9892
2530	10135	9887
2531	10139	9883
2532	10142	9878
2533	10146	9874
2534	10150	9870
2535	10153	9865
2536	10157	9860
2537	10160	9856
2538	10164	9851
2539	10167	9847
2540	10171	9843
2541	10174	9838
2542	10178	9834
2543	10182	9829
2544	10186	9826
2545	10190	9822
2546	10194	9817
2547	10197	9813
2548	10201	9808
2549	10204	9804
2550	10207	9799
2551	10211	9795
2552	10214	9790
2553	10218	9786
2554	10222	9782
2555	10225	9777
2556	10229	9773
2557	10232	9768
2558	10236	9764
2559	10239	9759
2560	10243	9755
2561	10247	9751
2562	10250	9746
2563	10253	9742
2564	10257	9737
2565	10260	9732
2566	10264	9728
2567	10267	9724
2568	10271	9719
2569	10274	9715
2570	10278	9710
2571	10281	9706
2572	10285	9701
2573	10288	9697
2574	10292	9692
2575	10296	9688
2576	10300	9684
2577	10304	9680
2578	10307	9676
2579	10311	9671
2580	10314	9666
2581	10317	9662
2582	10320	9657
2583	10323	9652
2584	10326	9647
2585	10329	9642
2586	10332	9637
2587	10335	9632
2588	10339	9628
2589	10342	9623
2590	10345	9618
2591	10348	9613
2592	10351	9609
2593	10356	9605
2594	10359	9601
2595	10362	9596
2596	10366	9591
2597	10369	9587
2598	10372	9582
2599	10376	9578
2600	10379	9573
2601	10383	9569
2602	10386	9564
2603	10389	9559
2604	10393	9555
2605	10396	9551
2606	10400	9546
2607	10403	9541
2608	10406	9537
2609	10409	9532
2610	10412	9527
2611	10415	9522
2612	10419	9517
2613	10422	9513
2614	10425	9508
2615	10428	9503
2616	10432	9499
2617	10435	9495
2618	10438	9490
2619	10441	9485
2620	10444	9480
2621	10447	9475
2622	10451	9470
2623	10454	9466
2624	10458	9462
2625	10461	9457
2626	10464	9452
2627	10467	9448
2628	10470	9443
2629	10473	9438
2630	10476	9433
2631	10479	9428
2632	10482	9423
2633	10485	9419
2634	10489	9414
2635	10492	9410
2636	10496	9406
2637	10500	9401
2638	10503	9396
2639	10506	9392
2640	10510	9388
2641	10513	9383
2642	10516	9378
2643	10520	9374
2644	10523	9369
2645	10528	9366
2646	10531	9362
2647	10535	9357
2648	10539	9353
2649	10542	9348
2650	10545	9344
2651	10549	9339
2652	10552	9335
2653	10555	9330
2654	10559	9326
2655	10562	9322
2656	10566	9317
2657	10570	9313
2658	10574	9309
2659	10577	9304
2660	10580	9300
2661	10583	9295
2662	10587	9291
2663	10590	9286
2664	10594	9282
2665	10597	9277
2666	10601	9273
2667	10604	9269
2668	10608	9264
2669	10611	9260
2670	10616	9257
2671	10620	9253
2672	10624	9249
2673	10629	9245
2674	10633	9242
2675	10637	9237
2676	10640	9233
2677	10644	9229
2678	10648	9225
2679	10653	9222
2680	10657	9218
2681	10661	9214
2682	10665	9210
2683	10668	9206
2684	10672	9202
2685	10676	9197
2686	10680	9194
2687	10688	9193
2688	10693	9190
2689	10698	9187
2690	10703	9183
2691	10706	9179
2692	10710	9175
2693	10714	9171
2694	10717	9166
2695	10722	9163
2696	10726	9159
2697	10729	9155
2698	10734	9151
2699	10738	9147
2700	10742	9144
2701	10746	9139
2702	10751	9136
2703	10755	9132
2704	10758	9127
2705	10761	9123
2706	10765	9119
2707	10770	9115
2708	10774	9111
2709	10778	9108
2710	10782	9103
2711	10786	9100
2712	10790	9095
2713	10795	9092
2714	10799	9089
2715	10804	9085
2716	10808	9081
2717	10811	9077
2718	10817	9075
2719	10822	9071
2720	10827	9068
2721	10831	9065
2722	10835	9060
2723	10841	9058
2724	10850	9058
2725	10854	9054
2726	10858	9050
2727	10862	9046
2728	10866	9043
2729	10873	9041
2730	10881	9040
2731	10885	9036
2732	10889	9032
2733	10893	9028
2734	10899	9026
2735	10903	9022
2736	10909	9019
2737	10917	9019
2738	10922	9016
2739	10927	9013
2740	10931	9009
2741	10935	9005
2742	10940	9002
2743	10946	8999
2744	10951	8996
2745	10955	8992
2746	10960	8989
2747	10964	8985
2748	10969	8982
2749	10974	8978
2750	10978	8975
2751	10982	8970
2752	10985	8966
2753	10989	8962
2754	10994	8959
2755	10999	8956
2756	11004	8952
2757	11008	8948
2758	11012	8944
2759	11015	8940
2760	11019	8935
2761	11023	8932
2762	11027	8927
2763	11030	8923
2764	11035	8920
2765	11041	8918
2766	11045	8913
2767	11054	8914
2768	11058	8909
2769	11061	8905
2770	11064	8900
2771	11067	8895
2772	11071	8891
2773	11074	8886
2774	11078	8882
2775	11081	8877
2776	11084	8873
2777	11088	8868
2778	11091	8864
2779	11095	8860
2780	11099	8856
2781	11102	8851
2782	11106	8847
2783	11109	8842
2784	11113	8838
2785	11116	8834
2786	11120	8829
2787	11123	8825
2788	11127	8821
2789	11130	8816
2790	11134	8812
2791	11139	8809
2792	11144	8806
2793	11149	8802
2794	11154	8799
2795	11159	8796
2796	11162	8791
2797	11165	8787
2798	11169	8783
2799	11173	8779
2800	11178	8775
2801	11182	8771
2802	11185	8767
2803	11189	8763
2804	11192	8758
2805	11197	8754
2806	11200	8750
2807	11204	8746
2808	11208	8742
2809	11213	8739
2810	11217	8735
2811	11221	8731
2812	11224	8726
2813	11228	8722
2814	11231	8718
2815	11235	8713
2816	11238	8709
2817	11242	8705
2818	11245	8700
2819	11249	8696
2820	11253	8692
2821	11256	8687
2822	11260	8683
2823	11264	8679
2824	11267	8675
2825	11271	8670
2826	11274	8666
2827	11278	8662
2828	11282	8658
2829	11285	8653
2830	11289	8649
2831	11293	8645
2832	11297	8641
2833	11300	8637
2834	11304	8632
2835	11308	8628
2836	11312	8624
2837	11315	8620
2838	11318	8615
2839	11322	8611
2840	11325	8606
2841	11329	8602
2842	11332	8598
2843	11336	8594
2844	11339	8589
2845	11343	8585
2846	11347	8581
2847	11350	8576
2848	11354	8572
2849	11357	8568
2850	11361	8563
2851	11365	8559
2852	11368	8555
2853	11372	8550
2854	11375	8546
2855	11379	8542
2856	11383	8538
2857	11386	8534
2858	11390	8529
2859	11393	8525
2860	11397	8520
2861	11400	8516
2862	11404	8512
2863	11407	8508
2864	11411	8503
2865	11417	8501
2866	11421	8497
2867	11424	8492
2868	11427	8488
2869	11431	8483
2870	11435	8479
2871	11438	8475
2872	11442	8471
2873	11445	8466
2874	11449	8462
2875	11452	8458
2876	11456	8453
2877	11459	8449
2878	11462	8444
2879	11466	8440
2880	11470	8436
2881	11473	8432
2882	11477	8427
2883	11481	8424
2884	11485	8419
2885	11488	8415
2886	11492	8411
2887	11498	8408
2888	11501	8404
2889	11505	8399
2890	11508	8395
2891	11512	8391
2892	11516	8387
2893	11519	8382
2894	11523	8378
2895	11527	8374
2896	11531	8371
2897	11535	8366
2898	11539	8362
2899	11542	8358
2900	11546	8354
2901	11549	8349
2902	11553	8345
2903	11558	8342
2904	11562	8338
2905	11565	8333
2906	11569	8329
2907	11573	8325
2908	11576	8321
2909	11580	8317
2910	11584	8312
2911	11587	8308
2912	11590	8304
2913	11594	8299
2914	11598	8295
2915	11601	8291
2916	11604	8286
2917	11608	8282
2918	11612	8278
2919	11616	8274
2920	11619	8270
2921	11622	8265
2922	11626	8261
2923	11629	8257
2924	11633	8252
2925	11637	8248
2926	11641	8244
2927	11644	8240
2928	11649	8236
2929	11653	8232
2930	11656	8228
2931	11665	8227
2932	11668	8223
2933	11672	8219
2934	11675	8214
2935	11679	8210
2936	11682	8206
2937	11686	8202
2938	11690	8197
2939	11693	8193
2940	11697	8189
2941	11701	8185
2942	11704	8180
2943	11708	8176
2944	11711	8172
2945	11715	8168
2946	11719	8164
2947	11722	8159
2948	11726	8155
2949	11731	8152
2950	11734	8148
2951	11738	8143
2952	11741	8139
2953	11745	8134
2954	11748	8130
2955	11752	8126
2956	11755	8121
2957	11759	8118
2958	11763	8113
2959	11766	8109
2960	11769	8104
2961	11773	8100
2962	11776	8096
2963	11779	8091
2964	11783	8087
2965	11786	8083
2966	11790	8078
2967	11794	8074
2968	11798	8070
2969	11803	8067
2970	11807	8063
2971	11811	8059
2972	11815	8056
2973	11819	8052
2974	11823	8048
2975	11827	8044
2976	11831	8040
2977	11835	8035
2978	11838	8031
2979	11842	8027
2980	11845	8022
2981	11848	8018
2982	11852	8013
2983	11856	8009
2984	11859	8005
2985	11862	8001
2986	11866	7996
2987	11869	7992
2988	11873	7988
2989	11876	7983
2990	11880	7979
2991	11884	7975
2992	11887	7971
2993	11891	7967
2994	11894	7962
2995	11898	7958
2996	11903	7955
2997	11907	7951
2998	11913	7948
2999	11920	7946
3000	11924	7942
3001	11928	7939
3002	11933	7935
3003	11936	7931
3004	11939	7926
3005	11945	7924
3006	11950	7920
3007	11953	7915
3008	11958	7912
3009	11962	7908
3010	11966	7905
3011	11971	7901
3012	11975	7897
3013	11980	7894
3014	11985	7890
3015	11990	7887
3016	11995	7884
3017	12001	7881
3018	12005	7877
3019	12010	7874
3020	12015	7870
3021	12019	7867
3022	12023	7863
3023	12028	7859
3024	12032	7856
3025	12037	7852
3026	12041	7848
3027	12045	7844
3028	12050	7841
3029	12054	7837
3030	12058	7833
3031	12062	7829
3032	12067	7826
3033	12072	7822
3034	12077	7819
3035	12081	7815
3036	12086	7812
3037	12090	7808
3038	12095	7804
3039	12100	7801
3040	12104	7797
3041	12108	7793
3042	12112	7790
3043	12116	7785
3044	12120	7782
3045	12125	7778
3046	12136	7778
3047	12141	7775
3048	12146	7772
3049	12150	7768
3050	12155	7764
3051	12159	7760
3052	12163	7757
3053	12168	7753
3054	12172	7749
3055	12176	7746
3056	12181	7742
3057	12185	7738
3058	12190	7734
3059	12194	7730
3060	12198	7726
3061	12202	7723
3062	12207	7719
3063	12211	7715
3064	12215	7711
3065	12220	7708
3066	12224	7704
3067	12229	7701
3068	12233	7697
3069	12238	7693
3070	12243	7690
3071	12248	7687
3072	12253	7683
3073	12257	7679
3074	12261	7675
3075	12265	7671
3076	12269	7668
3077	12273	7663
3078	12276	7659
3079	12280	7655
3080	12283	7650
3081	12287	7647
3082	12291	7642
3083	12296	7639
3084	12299	7634
3085	12303	7630
3086	12307	7626
3087	12310	7622
3088	12314	7618
3089	12319	7614
3090	12324	7611
3091	12328	7607
3092	12332	7603
3093	12337	7600
3094	12341	7596
3095	12345	7592
3096	12350	7589
3097	12354	7585
3098	12358	7581
3099	12362	7576
3100	12366	7572
3101	12370	7569
3102	12374	7564
3103	12378	7561
3104	12382	7557
3105	12386	7552
3106	12389	7548
3107	12393	7544
3108	12398	7541
3109	12401	7536
3110	12405	7532
3111	12410	7529
3112	12414	7524
3113	12417	7520
3114	12420	7516
3115	12424	7511
3116	12427	7507
3117	12431	7503
3118	12434	7499
3119	12438	7495
3120	12442	7490
3121	12446	7487
3122	12451	7483
3123	12454	7479
3124	12458	7474
3125	12461	7470
3126	12464	7465
3127	12467	7461
3128	12471	7457
3129	12474	7453
3130	12479	7449
3131	12482	7445
3132	12485	7440
3133	12488	7435
3134	12492	7431
3135	12496	7427
3136	12499	7423
3137	12503	7419
3138	12507	7415
3139	12511	7411
3140	12514	7406
3141	12517	7402
3142	12521	7398
3143	12525	7394
3144	12528	7389
3145	12532	7385
3146	12535	7380
3147	12540	7377
3148	12544	7373
3149	12548	7369
3150	12551	7365
3151	12555	7360
3152	12558	7356
3153	12562	7352
3154	12565	7348
3155	12569	7343
3156	12573	7340
3157	12577	7336
3158	12581	7332
3159	12586	7328
3160	12590	7325
3161	12595	7321
3162	12599	7317
3163	12604	7314
3164	12608	7310
3165	12612	7306
3166	12617	7302
3167	12622	7299
3168	12627	7295
3169	12632	7292
3170	12636	7288
3171	12640	7284
3172	12643	7280
3173	12647	7276
3174	12651	7271
3175	12654	7267
3176	12658	7263
3177	12662	7259
3178	12667	7256
3179	12671	7252
3180	12675	7248
3181	12679	7244
3182	12683	7240
3183	12686	7235
3184	12690	7231
3185	12694	7227
3186	12698	7223
3187	12702	7220
3188	12706	7215
3189	12710	7211
3190	12714	7207
3191	12717	7203
3192	12721	7199
3193	12726	7195
3194	12729	7191
3195	12733	7187
3196	12737	7183
3197	12741	7179
3198	12745	7175
3199	12748	7171
3200	12752	7166
3201	12755	7162
3202	12759	7158
3203	12762	7153
3204	12766	7149
3205	12769	7145
3206	12773	7141
3207	12776	7136
3208	12779	7132
3209	12783	7128
3210	12786	7124
3211	12791	7120
3212	12795	7116
3213	12799	7112
3214	12802	7108
3215	12806	7104
3216	12810	7100
3217	12814	7096
3218	12818	7092
3219	12821	7087
3220	12825	7083
3221	12828	7079
3222	12832	7075
3223	12836	7071
3224	12840	7066
3225	12843	7062
3226	12847	7058
3227	12851	7054
3228	12854	7050
3229	12858	7046
3230	12861	7042
3231	12865	7038
3232	12869	7033
3233	12874	7030
3234	12878	7026
3235	12882	7022
3236	12886	7018
3237	12890	7014
3238	12894	7010
3239	12897	7006
3240	12901	7002
3241	12905	6998
3242	12909	6993
3243	12912	6989
