iter	Logloss
210	0.2776129156
211	0.2775575178
212	0.277524342
213	0.277505003
214	0.2774943114
215	0.2774943085
216	0.2774823423
217	0.277375271
218	0.2773513985
219	0.277322478
220	0.2772837437
221	0.2772288411
222	0.277197565
223	0.2771852809
224	0.2771428691
225	0.277111284
226	0.2770642211
227	0.2770275184
228	0.2769194598
229	0.276859527
230	0.2768204535
231	0.2767796744
232	0.2767446986
233	0.2767388499
234	0.2766851461
235	0.2766723607
236	0.276665987
237	0.2766458447
238	0.2766311914
239	0.2765476036
240	0.2765220201
241	0.2763766756
242	0.2763140338
243	0.2762689436
244	0.2762458147
245	0.2762279798
246	0.2761652773
247	0.2761239807
248	0.2761229288
249	0.2760809348
250	0.2760294112
251	0.2759903852
252	0.2759649666
253	0.2759529901
254	0.2759390636
255	0.2758994099
256	0.2758807624
257	0.2758429974
258	0.2758429974
259	0.2758085886
260	0.2757828193
261	0.2757533512
262	0.2756927891
263	0.2756471951
264	0.2755479341
265	0.2755230341
266	0.2754965342
267	0.2754505379
268	0.2754505319
269	0.2754295552
270	0.2754006117
271	0.2753699043
272	0.2752861474
273	0.2750778396
274	0.274982377
275	0.2749215676
276	0.2748991391
277	0.2748311152
278	0.274755422
279	0.2747383543
280	0.2746810088
281	0.2746375505
282	0.2745991793
283	0.2745699716
284	0.274522716
285	0.2744963925
286	0.2744578422
287	0.2744068056
288	0.2743498534
289	0.2743354625
290	0.2743184028
291	0.2742959801
292	0.2742300876
293	0.2742001295
294	0.2741220394
295	0.2740942879
296	0.2740404696
297	0.2739698775
298	0.2739123808
299	0.273848215
300	0.2737928865
301	0.2737323297
302	0.2736999656
303	0.2736497057
304	0.2736278606
305	0.2735982245
306	0.2735592633
307	0.2735087224
308	0.273481754
309	0.2734232835
310	0.2734025472
311	0.2733651694
312	0.2733444826
313	0.2733193354
314	0.2732754117
315	0.2732413018
316	0.2732100115
317	0.2731802949
318	0.2731470404
319	0.2730694188
320	0.273013949
321	0.2729829969
322	0.2729506264
323	0.2729267032
324	0.2728552988
325	0.2728351291
326	0.2727601066
327	0.2727149058
328	0.2726886428
329	0.2726313792
330	0.2726058464
331	0.272576195
332	0.2725415398
333	0.2725003634
334	0.2724643737
335	0.2723906472
336	0.2723658559
337	0.2722998429
338	0.2722693529
339	0.272238777
340	0.2721958785
341	0.2721727361
342	0.2721446972
343	0.2721156268
344	0.2720755803
345	0.2720261342
346	0.2719837253
347	0.2719436052
348	0.271906127
349	0.2718884084
350	0.271855957
351	0.2718080844
352	0.2717803854
353	0.2717544003
354	0.2717164683
355	0.2716302155
356	0.2716037987
357	0.271567911
358	0.2715208118
359	0.2714986987
360	0.2714548338
361	0.2713893088
362	0.2713513924
363	0.2713058771
364	0.2712831211
365	0.2712045544
366	0.2711626075
367	0.2711302859
368	0.2711108799
369	0.2710691303
370	0.2710386302
371	0.2709824233
372	0.2709422092
373	0.270911987
374	0.2708727329
375	0.2708310954
376	0.2707902249
377	0.2707465796
378	0.2707010766
379	0.2706666661
380	0.2706274231
381	0.2705689601
382	0.2705300152
383	0.270433881
384	0.2704049136
385	0.2703386238
386	0.2703142519
387	0.270284215
388	0.2702569864
389	0.2702246816
390	0.2701717639
391	0.2701484611
392	0.2701151935
393	0.2700870577
394	0.2700424964
395	0.2700253968
396	0.2699970682
397	0.2699722004
398	0.2699030411
399	0.2698661904
400	0.2698505366
401	0.2698122477
402	0.269791136
403	0.2697522872
404	0.2697024128
405	0.2696804382
406	0.2696435833
407	0.2695786623
408	0.2695528173
409	0.2695384377
410	0.2695141302
411	0.269453737
412	0.2693613917
413	0.2693256684
414	0.2692726721
415	0.269244552
416	0.2692199706
417	0.2691946884
418	0.2691539445
419	0.2690759259
420	0.2690027811
421	0.2689477227
422	0.2689097184
423	0.2688750824
424	0.2688280131
425	0.2688146622
426	0.2687940436
427	0.2687554762
428	0.2687326684
429	0.2686822706
430	0.2686496328
431	0.2686171799
432	0.2685977979
433	0.2685641283
434	0.2685200872
435	0.2684894087
436	0.268457679
437	0.2684034811
438	0.2683821795
439	0.268362179
440	0.2683211834
441	0.2682772341
442	0.2682286016
443	0.2681628514
444	0.2681340088
445	0.268099522
446	0.26805963
447	0.2679705415
448	0.2679257076
449	0.2678961525
450	0.2678450272
451	0.2678035852
452	0.2677815595
453	0.2677611797
454	0.2676998959
455	0.2676668477
456	0.2676366043
457	0.2676003875
458	0.2675582665
459	0.2674790851
460	0.2674603253
461	0.2674371313
462	0.2674099694
463	0.2673780483
464	0.2673603589
465	0.2673173264
466	0.2672858774
467	0.267244337
468	0.2672027332
469	0.2671570145
470	0.2671352166
471	0.2670885896
472	0.2670448788
473	0.2670119682
474	0.2669816908
475	0.2669530727
476	0.2669049088
477	0.2668484029
478	0.2668254392
479	0.266799898
480	0.2667386436
481	0.266717996
482	0.2667013986
483	0.2666670809
484	0.2666418919
485	0.2665615555
486	0.2665487184
487	0.2665264695
488	0.2665003378
489	0.2664332942
490	0.2663657465
491	0.266330917
492	0.2663148643
493	0.2662911671
494	0.2662329614
495	0.2662125431
496	0.2661863226
497	0.2661709614
498	0.2661411052
499	0.2661225456
500	0.2661071674
501	0.2660852747
502	0.2660560276
503	0.2660376118
504	0.2659827483
505	0.2659536048
506	0.265896408
507	0.2658025037
508	0.265784693
509	0.2657643147
510	0.265743197
511	0.2657107735
512	0.2656777784
513	0.2656271356
514	0.2655908161
515	0.2655440097
516	0.2655175746
517	0.265470495
518	0.2653932251
519	0.2653458898
520	0.2652735691
521	0.2652298998
522	0.2652009554
523	0.2651693543
524	0.2651251264
525	0.2650862874
526	0.265058859
527	0.2650396582
528	0.2650096441
529	0.2649711032
530	0.2649471592
531	0.2649141374
532	0.2648908226
533	0.2648296077
534	0.2647531185
535	0.2647247639
536	0.2646907123
537	0.2646700117
538	0.2646526685
539	0.2645828528
540	0.2645428571
541	0.2645125766
542	0.2644870127
543	0.2644565303
544	0.2644396134
545	0.2644020359
546	0.2643684408
547	0.2643330409
548	0.2642764077
549	0.2642175861
550	0.2641950845
551	0.2641790063
552	0.2641566983
553	0.2641406594
554	0.2641074933
555	0.2640921736
556	0.2640709157
557	0.2640451902
558	0.2640207711
559	0.2640027187
560	0.2639807505
561	0.2639615926
562	0.2639474402
563	0.2639141503
564	0.2638805104
565	0.2638636417
566	0.2638269956
567	0.2638016824
568	0.2637818659
569	0.2637687395
570	0.2637413391
571	0.2637239524
572	0.2637113706
573	0.2636800406
574	0.2636601611
575	0.2636384903
576	0.2635748893
577	0.2635525853
578	0.2635325371
579	0.2635040718
580	0.2634713419
581	0.2634456579
582	0.2634172748
583	0.2633898936
584	0.2633589327
585	0.2633026011
586	0.2632784709
587	0.2632344867
588	0.2632193681
589	0.2631535621
590	0.2631299721
591	0.2631132543
592	0.26307121
593	0.2630455603
594	0.2630125187
595	0.2629867957
596	0.2629597878
597	0.2629289138
598	0.2629057479
599	0.2628633518
600	0.2628472568
601	0.2628314474
602	0.2627922476
603	0.2627508798
604	0.2627359156
605	0.2627114295
606	0.2626871667
607	0.2626335216
608	0.2625965922
609	0.2625495568
610	0.2625378403
611	0.2624992042
612	0.2624717803
613	0.2624562846
614	0.2624177419
615	0.2623761449
616	0.2623153962
617	0.26229849
618	0.2622455581
619	0.2622028278
620	0.2621478203
621	0.2620864405
622	0.2620714023
623	0.2619458335
624	0.2618934162
625	0.2618707172
626	0.2618377917
627	0.2618171942
628	0.2617392629
629	0.26171773
630	0.2616969822
631	0.261670835
632	0.2616155038
633	0.2615653196
634	0.2615458028
635	0.2615263696
636	0.2614951042
637	0.2614592718
638	0.2613428821
639	0.2612809417
640	0.2612632708
641	0.261239117
642	0.2612133708
643	0.2611906568
644	0.2611650003
645	0.2611457995
646	0.2611321718
647	0.2610943187
648	0.2610799172
649	0.26102524
650	0.2610025583
651	0.2609597573
652	0.2609175499
653	0.2608096849
654	0.2607550658
655	0.2606551747
656	0.2606366806
657	0.2605440202
658	0.260506553
659	0.2604571773
660	0.2604386031
661	0.2603757238
662	0.2603141873
663	0.2603003242
664	0.2602724785
665	0.2602487954
666	0.2602221504
667	0.2601963502
668	0.260164334
669	0.2601459353
670	0.2601293729
671	0.2600852823
672	0.260061964
673	0.2600395561
674	0.2600047411
675	0.259991558
676	0.2599792173
677	0.2598299293
678	0.2597950866
679	0.2597429312
680	0.2597070893
681	0.2596531992
682	0.2596375816
683	0.2596112824
684	0.2595900704
685	0.2595779363
686	0.2595375813
687	0.2595106836
688	0.2594887708
689	0.2594678967
690	0.2594341647
691	0.2593958752
692	0.259378447
693	0.2593225136
694	0.2592640226
695	0.2592507047
696	0.259222053
697	0.2591887067
698	0.2591502343
699	0.259135422
700	0.2591187887
701	0.2591034759
702	0.2590375308
703	0.2590083163
704	0.2589541128
705	0.2589263156
706	0.2588421864
707	0.2587074123
708	0.2586881663
709	0.2586489702
710	0.2586220349
711	0.258589546
712	0.2585542381
713	0.2585315018
714	0.2585027135
715	0.2584883494
716	0.25847004
717	0.2584501645
718	0.2584239095
719	0.2584057287
720	0.2583803132
721	0.2583431825
722	0.2582926803
723	0.2582642203
724	0.2582275441
725	0.2582113345
726	0.2581872336
727	0.2581566834
728	0.2581319496
729	0.2580906692
730	0.2580543394
731	0.2580183831
732	0.2579873197
733	0.2579531319
734	0.2579418291
735	0.2579170712
736	0.2578816617
737	0.2578482986
738	0.2578317482
739	0.2578161103
740	0.2577813152
741	0.2577492766
742	0.2577288149
743	0.2576871983
744	0.2576563194
745	0.2576382444
746	0.2575617557
747	0.2575254116
748	0.2574921752
749	0.2574598647
750	0.2574273494
751	0.2573911959
752	0.2573804295
753	0.2573461131
754	0.2573314049
755	0.2573154113
756	0.25719325
757	0.2571608587
758	0.2571245151
759	0.2571006365
760	0.2570718273
761	0.2570553297
762	0.2570287228
763	0.2570014581
764	0.2569773148
765	0.2569448433
766	0.2569213346
767	0.2569110462
768	0.2568789146
769	0.256858674
770	0.2568273292
771	0.2567993158
772	0.2567650483
773	0.2567382922
774	0.2567121577
775	0.2566979248
776	0.2566809836
777	0.2566649298
778	0.2566397321
779	0.2565950162
780	0.2565815788
781	0.2565578432
782	0.2565351668
783	0.256504006
784	0.2564562644
785	0.2564100477
786	0.256384916
787	0.256314542
788	0.2562848236
789	0.2562576429
790	0.2562424525
791	0.2561920094
792	0.2561726971
793	0.2561155198
794	0.2561001501
795	0.2560552114
796	0.2560269459
797	0.2559629815
798	0.2559397382
799	0.2558636763
800	0.2558276346
801	0.2557689326
802	0.2557352472
803	0.2556993561
804	0.2556888614
805	0.2556520288
806	0.255628366
807	0.2555940008
808	0.2555829951
809	0.2555500796
810	0.2555062327
811	0.2554887689
812	0.2554540433
813	0.2554119
814	0.2553818631
815	0.2553640877
816	0.2553391772
817	0.2553056261
818	0.2552838495
819	0.2552693418
820	0.2551612855
821	0.2551316204
822	0.2551110509
823	0.2550821301
824	0.2550684096
825	0.2550282245
826	0.2549805069
827	0.2549610429
828	0.2549240483
829	0.2549094205
830	0.2548924958
831	0.2548721765
832	0.2548395406
833	0.2548178696
834	0.2547630776
835	0.2547322203
836	0.2546836423
837	0.2546551916
838	0.2546203446
839	0.2545851302
840	0.2545495337
841	0.2545382228
842	0.2545159098
843	0.2544937282
844	0.2544655256
845	0.2544444208
846	0.2543970194
847	0.254367618
848	0.2542250089
849	0.2542057151
850	0.2541824633
851	0.2541637699
852	0.2541353583
853	0.2541038254
854	0.2540617658
855	0.2540383999
856	0.254014106
857	0.254001361
858	0.2539776147
859	0.2539685336
860	0.2539487065
861	0.2539176476
862	0.2538989257
863	0.2538891339
864	0.2538625857
865	0.2538507485
866	0.2538074426
867	0.25379619
868	0.2537676194
869	0.2537528595
870	0.2537263679
871	0.2537118167
872	0.2536894632
873	0.2536452175
874	0.253587113
875	0.2535739445
876	0.2535374833
877	0.2534925298
878	0.253474849
879	0.2534649751
880	0.2534509014
881	0.2534301478
882	0.2533955212
883	0.253385165
884	0.2533561445
885	0.2533132755
886	0.2532558
887	0.2532416183
888	0.2532201074
889	0.2531713319
890	0.2531289158
891	0.2531181363
892	0.2530962056
893	0.2530428204
894	0.2529926777
895	0.2529621332
896	0.2529128341
897	0.252882977
898	0.2528441766
899	0.2528235642
900	0.2527943579
901	0.2527774949
902	0.2527604483
903	0.2526857988
904	0.2526568475
905	0.2526466112
906	0.2526221832
907	0.2526027624
908	0.2525105215
909	0.252500734
910	0.2524795406
911	0.2524714784
912	0.2524483998
913	0.2524144123
914	0.2524051862
915	0.2523659102
916	0.2523450403
917	0.2523181073
918	0.252292812
919	0.2522851257
920	0.2522376752
921	0.2522208513
922	0.252203266
923	0.2521739982
924	0.2521604808
925	0.2521358782
926	0.2521256667
927	0.252085993
928	0.2520705326
929	0.2520617485
930	0.2520461716
931	0.2520208151
932	0.2519921805
933	0.2519700947
934	0.251946438
935	0.2519340874
936	0.2519244775
937	0.2518828829
938	0.2518423648
939	0.2518099693
940	0.2517834788
941	0.2517642153
942	0.2517299562
943	0.2517019369
944	0.2516515553
945	0.2516144287
946	0.2515952686
947	0.2515642223
948	0.2515169928
949	0.2515040294
950	0.2514629523
951	0.251454485
952	0.2514259749
953	0.2514063138
954	0.2513592525
955	0.2513146785
956	0.2512758748
957	0.2512310908
958	0.2512135283
959	0.2511636836
960	0.2511167709
961	0.2510848581
962	0.251038183
963	0.2509867292
964	0.2509242237
965	0.2509055676
966	0.2508685379
967	0.2508412191
968	0.2508285723
969	0.2508012336
970	0.2507711486
971	0.2507426259
972	0.2507076139
973	0.2506929975
974	0.2506629795
975	0.2506416899
976	0.2506159901
977	0.2505989173
978	0.2505818187
979	0.2505511215
980	0.250524821
981	0.2505000852
982	0.2504705226
983	0.2504407878
984	0.250411884
985	0.2503771088
986	0.2503515995
987	0.2503361455
988	0.2503079266
989	0.250294623
990	0.2502762037
991	0.2502592329
992	0.2502407708
993	0.2502243423
994	0.2501847669
995	0.2501436729
996	0.2501254906
997	0.2500924721
998	0.2500636695
999	0.2500467365
1000	0.2500332354
1001	0.2499858321
1002	0.2499609282
1003	0.249929244
1004	0.24991373
1005	0.2498947053
1006	0.2498694067
1007	0.2498450223
1008	0.2498210255
1009	0.2497626424
1010	0.2497465389
1011	0.249728367
1012	0.2497029485
1013	0.2496757868
1014	0.2496485836
1015	0.2496174946
1016	0.2496062852
1017	0.2495625796
1018	0.249527552
1019	0.249503931
1020	0.249474478
1021	0.2494485473
1022	0.2494416466
1023	0.2494249816
1024	0.249376378
1025	0.2493528359
1026	0.2493204023
1027	0.2492931028
1028	0.2492736517
1029	0.2492269032
1030	0.2492037883
1031	0.2491822729
1032	0.2491611556
1033	0.249151207
1034	0.2491293198
1035	0.2491215394
1036	0.2491056139
1037	0.2490603798
1038	0.2490322562
1039	0.2489902827
1040	0.2489702998
1041	0.2489547294
1042	0.2489327266
1043	0.2489059718
1044	0.2488732475
1045	0.248827746
1046	0.2488048906
1047	0.2487782585
1048	0.2487446869
1049	0.2487352603
1050	0.2487087537
1051	0.2486694945
1052	0.2486460574
1053	0.2486346101
1054	0.2486006969
1055	0.2485750656
1056	0.2485602027
1057	0.2485463662
1058	0.2484986079
1059	0.2484838351
1060	0.2484655412
1061	0.2484242769
1062	0.2483931079
1063	0.24837132
1064	0.2483473534
1065	0.248341257
1066	0.2483004176
1067	0.2482871368
1068	0.2482732361
1069	0.2482545548
1070	0.2482233118
1071	0.2481735351
1072	0.2481462274
1073	0.2481309824
1074	0.248123524
1075	0.2481005096
1076	0.2480595045
1077	0.2480156689
1078	0.2479625651
1079	0.2479406298
1080	0.247920064
1081	0.2478815376
1082	0.2478402163
1083	0.2478121491
1084	0.2477940648
1085	0.2477556693
1086	0.2477286026
1087	0.2477045568
1088	0.2476919157
1089	0.2476850644
1090	0.247674031
1091	0.2476465841
1092	0.2475253021
1093	0.2474943848
1094	0.2474591978
1095	0.247448146
1096	0.2474213486
1097	0.2473671937
1098	0.2473198312
1099	0.2472982995
1100	0.2472671718
1101	0.2472177104
1102	0.2471983656
1103	0.2471727028
1104	0.2471610316
1105	0.2471489357
1106	0.2471237351
1107	0.2470946136
1108	0.2470687999
1109	0.2470534094
1110	0.2470257599
1111	0.2470099431
1112	0.2469798877
1113	0.2469591325
1114	0.2469511961
1115	0.2469320176
1116	0.2469078618
1117	0.2468984042
1118	0.2468800358
1119	0.2468396409
1120	0.2468225147
1121	0.2467942057
1122	0.2467664581
1123	0.2467161008
1124	0.2466890364
1125	0.2466633451
1126	0.2466497556
1127	0.246625303
1128	0.2466115805
1129	0.2465951308
1130	0.2465504177
1131	0.246526641
1132	0.2465094696
1133	0.2464677792
1134	0.2464221242
1135	0.2463827373
1136	0.2463632594
1137	0.2462984833
1138	0.2462783198
1139	0.2462537632
1140	0.2462253908
1141	0.2461902754
1142	0.2461773521
1143	0.2461494784
1144	0.246135875
1145	0.2461089535
1146	0.2460965689
1147	0.2460678842
1148	0.2460414818
1149	0.2460201693
1150	0.245990888
1151	0.2459516747
1152	0.2459207135
1153	0.2459023366
1154	0.2458890913
1155	0.2458798738
1156	0.2458361468
1157	0.2457879918
1158	0.2457689089
1159	0.2457582487
1160	0.2457404539
1161	0.245706471
1162	0.2456660383
1163	0.2456449371
1164	0.2456348122
1165	0.2456179035
1166	0.2456060504
1167	0.2455840856
1168	0.2455460711
1169	0.2455005594
1170	0.2454782746
1171	0.2454514047
1172	0.2453992503
1173	0.2453581657
1174	0.2453351234
1175	0.2453134092
1176	0.2452897244
1177	0.2452682589
1178	0.2452461062
1179	0.2452188389
1180	0.2451780492
1181	0.2451464677
1182	0.2451004979
1183	0.2450790271
1184	0.2450419203
1185	0.2450235155
1186	0.2449962667
1187	0.2449706708
1188	0.2449599934
1189	0.2449424172
1190	0.244916618
1191	0.2448991431
1192	0.2448751355
1193	0.2448614766
1194	0.24483912
1195	0.2448101357
1196	0.2448018687
1197	0.244759505
1198	0.2447408647
1199	0.2447164459
1200	0.2447109878
1201	0.2446731862
1202	0.2446425664
1203	0.2446175475
1204	0.2445901149
1205	0.2445830135
1206	0.2445661764
1207	0.2445188621
1208	0.2445060462
1209	0.2444789664
1210	0.2444601879
1211	0.2444206916
1212	0.2443970597
1213	0.2443720618
1214	0.2443453771
1215	0.2443328298
1216	0.2443020799
1217	0.2442657958
1218	0.2442445871
1219	0.2442238906
1220	0.2441898237
1221	0.2441716424
1222	0.2441436963
1223	0.2441268995
1224	0.2441014413
1225	0.2440836686
1226	0.2440568006
1227	0.2440314341
1228	0.2440126281
1229	0.2439936673
1230	0.2439502657
1231	0.24393935
1232	0.2439027659
1233	0.243887658
1234	0.2438584619
1235	0.2438344044
1236	0.2437987352
1237	0.2437818681
1238	0.2437591029
1239	0.2437382588
1240	0.2437205964
1241	0.2436917964
1242	0.2436747875
1243	0.243645456
1244	0.2436126475
1245	0.2435826642
1246	0.2435580234
1247	0.2435447973
1248	0.2435055101
1249	0.243489782
1250	0.2434670271
1251	0.2434440883
1252	0.2434092652
1253	0.2433869955
1254	0.2433647237
1255	0.2433314193
1256	0.2433082356
1257	0.2432753304
1258	0.2432557307
1259	0.2432281167
1260	0.2431970142
1261	0.2431753077
1262	0.2431322341
1263	0.2430819871
1264	0.2430512186
1265	0.243027725
1266	0.2430160715
1267	0.2429826441
1268	0.242950341
1269	0.2429302932
1270	0.2429002713
1271	0.2428863094
1272	0.2428576983
1273	0.2428295933
1274	0.2428108381
1275	0.2427965501
1276	0.2427786969
1277	0.2427628521
1278	0.2427353918
1279	0.2427218357
1280	0.2426949981
1281	0.2426800603
1282	0.2426671734
1283	0.2426447723
1284	0.2426345278
1285	0.2426091475
1286	0.2425922285
1287	0.242570577
1288	0.2425253079
1289	0.2425000085
1290	0.2424841445
1291	0.2424577455
1292	0.2424423629
1293	0.2424228881
1294	0.2423991957
1295	0.2423752625
1296	0.242350853
1297	0.2423298979
1298	0.2423021404
1299	0.2422782046
1300	0.2422490336
1301	0.2422226008
1302	0.2422050587
1303	0.242182242
1304	0.2421517585
1305	0.2421264485
1306	0.2420930468
1307	0.242066362
1308	0.2420464854
1309	0.2420367332
1310	0.2420148894
1311	0.241992689
1312	0.2419501861
1313	0.2419181942
1314	0.241889717
1315	0.241844114
1316	0.2418233269
1317	0.2417979253
1318	0.2417745789
1319	0.2417467562
1320	0.2417270325
1321	0.2417087045
1322	0.2416846736
1323	0.2416047865
1324	0.2415784646
1325	0.2415458046
1326	0.2415171416
1327	0.2414831905
1328	0.2414674912
1329	0.2414447995
1330	0.2414288018
1331	0.2414118621
1332	0.2413879575
1333	0.2413710399
1334	0.2413253632
1335	0.2413117041
1336	0.2412688577
1337	0.2412456885
1338	0.2412252259
1339	0.2412148411
1340	0.2411927216
1341	0.2411688591
1342	0.2411469592
1343	0.2411371471
1344	0.2411185931
1345	0.2410453539
1346	0.2410093974
1347	0.2409953316
1348	0.2409679892
1349	0.2409414244
1350	0.2409017049
1351	0.2408811418
1352	0.2408431577
1353	0.2408299856
1354	0.2408106754
1355	0.2407912629
1356	0.2407653823
1357	0.2407423875
1358	0.2407208415
1359	0.2406963877
1360	0.2406700067
1361	0.240640742
1362	0.2406010502
1363	0.2405803111
1364	0.2405599629
1365	0.2405507114
1366	0.2405167526
1367	0.2405016666
1368	0.2404642733
1369	0.2403825718
1370	0.2403673248
1371	0.2403532979
1372	0.2403314003
1373	0.2403247907
1374	0.2403094643
1375	0.2402742303
1376	0.2402575971
1377	0.2402415161
1378	0.2402232964
1379	0.2402074933
1380	0.2401869448
1381	0.2401678448
1382	0.240157303
1383	0.2401402766
1384	0.2401306026
1385	0.2401115604
1386	0.2400909355
1387	0.2400804692
1388	0.2400599204
1389	0.240045854
1390	0.2399885022
1391	0.2399672392
1392	0.2399389699
1393	0.2399187679
1394	0.2399065962
1395	0.2398955497
1396	0.2398422528
1397	0.2398278618
1398	0.2397938362
1399	0.2397753924
1400	0.23975469
1401	0.239736405
1402	0.2397232004
1403	0.2397037031
1404	0.2396912958
1405	0.2396668946
1406	0.2396593748
1407	0.239618547
1408	0.2395916176
1409	0.239579639
1410	0.2395665702
1411	0.2395492366
1412	0.2395251386
1413	0.2394971131
1414	0.2394692941
1415	0.2394470335
1416	0.2394099903
1417	0.2393848381
1418	0.2393650139
1419	0.2393514721
1420	0.2393275523
1421	0.2393013409
1422	0.2392517174
1423	0.2392308812
1424	0.2392165303
1425	0.2391784883
1426	0.2391465405
1427	0.2391279023
1428	0.2390954664
1429	0.2390800005
1430	0.2390367849
1431	0.2390141599
1432	0.2390039888
1433	0.238980405
1434	0.2389699424
1435	0.2389575539
1436	0.2389390172
1437	0.2389261639
1438	0.2389130922
1439	0.2388956855
1440	0.2388754471
1441	0.2388622129
1442	0.2388068685
1443	0.2387978869
1444	0.2387729424
1445	0.2387565248
1446	0.23873889
1447	0.2387126114
1448	0.2386863024
1449	0.2386720836
1450	0.2386434739
1451	0.2386271543
1452	0.2385892059
1453	0.2385719081
1454	0.2385494619
1455	0.2385336027
1456	0.238511207
1457	0.2384909803
1458	0.2384573231
1459	0.2384285562
1460	0.2384063672
1461	0.2383837822
1462	0.2383681975
1463	0.2383433694
1464	0.2383312763
1465	0.238316904
1466	0.2382996059
1467	0.2382805557
1468	0.238244158
1469	0.2382052123
1470	0.2381896768
1471	0.2381639664
1472	0.2381332366
1473	0.2381103627
1474	0.2380782582
1475	0.2380624698
1476	0.2380386471
1477	0.2380232486
1478	0.2379863703
1479	0.2379417938
1480	0.2379366826
1481	0.2379268483
1482	0.2378965506
1483	0.2378840931
1484	0.2378649781
1485	0.2378286009
1486	0.2378139747
1487	0.2377861493
1488	0.2377811812
1489	0.2377600425
1490	0.2377387459
1491	0.2377236328
1492	0.237706436
1493	0.2376888833
1494	0.2376781256
1495	0.2376690804
1496	0.2376481096
1497	0.2376377238
1498	0.237603939
1499	0.2375789921
1500	0.2375592947
1501	0.2375419634
1502	0.2375278067
1503	0.2375165924
1504	0.237502766
1505	0.2374832179
1506	0.2374699173
1507	0.2374479881
1508	0.2374306364
1509	0.2374095566
1510	0.2373871259
1511	0.2373674088
